periodid,periodname,periodcode,categoryoptioncomboid,categoryoptioncomboname,Clinics -2017_HIV_Clients receiving HIV test results (at PITC),Clinics HIV_Clients receiving HIV test results (at PITC),Clinics -2017_HIV_Clients receiving HIV test results (at VCT),Clinics HIV_Clients receiving HIV test results (at VCT),Clinics -2017_HIV_Clients testing positive for HIV (at PITC),Clinics HIV_Clients testing positive for HIV (at PITC),Clinics -2017_HIV_Clients testing positive for HIV (at VCT),Clinics HIV_Clients testing positive for HIV (at VCT),Health Centers -2017_HIV_Clients receiving HIV test results (at PITC),Health Centers HIV_Clients receiving HIV test results (at PITC),Health Centers -2017_HIV_Clients receiving HIV test results (at VCT),Health Centers HIV_Clients receiving HIV test results (at VCT),Health Centers -2017_HIV_Clients testing positive for HIV (at PITC),Health Centers HIV_Clients testing positive for HIV (at PITC),Health Centers -2017_HIV_Clients testing positive for HIV (at VCT),Health Centers HIV_Clients testing positive for HIV (at VCT),Hospitals -2017_HIV_Clients receiving HIV test results (at PITC),Hospitals HIV_Clients receiving HIV test results (at PITC),Hospitals -2017_HIV_Clients receiving HIV test results (at VCT),Hospitals HIV_Clients receiving HIV test results (at VCT),Hospitals -2017_HIV_Clients testing positive for HIV (at PITC),Hospitals HIV_Clients testing positive for HIV (at PITC),Hospitals -2017_HIV_Clients testing positive for HIV (at VCT),Hospitals HIV_Clients testing positive for HIV (at VCT),Total_Tested_Clinics_PITC,Total_Positive_Clinics_PITC,Total_Tested_Clinics_VCT,Total_Positive_Clinics_VCT,Total_Tested_HealthCenters_PITC,Total_Positive_HealthCenters_PITC,Total_Tested_HealthCenters_VCT,Total_Positive_HealthCenters_VCT,Total_Tested_Hospitals_PITC,Total_Positive_Hospitals_PITC,Total_Tested_Hospitals_VCT,Total_Positive_Hospitals_VCT,AgeBand,Sex
201005,Tir 2010,201005,NCsDfLwsJbD,"< 1 year, Male",2.0,,0.0,,0.0,,0.0,,12.0,,0.0,,0.0,,0.0,,96.0,,0.0,,0.0,,0.0,,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,< 1 year,Male
201005,Tir 2010,201005,Zv06s01IYEp,"< 1 year, Female",1.0,,0.0,,0.0,,0.0,,10.0,,0.0,,0.0,,0.0,,94.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,< 1 year,Female
201005,Tir 2010,201005,VCjiUvR8LRp,"1 - 4 years, Male",7.0,,0.0,,0.0,,0.0,,329.0,,9.0,,1.0,,0.0,,212.0,,0.0,,1.0,,0.0,,7.0,0.0,0.0,0.0,329.0,1.0,9.0,0.0,212.0,1.0,0.0,0.0,1 - 4 years,Male
201005,Tir 2010,201005,uQGKsfDfdos,"1 - 4 years, Female",7.0,,1.0,,0.0,,0.0,,371.0,,22.0,,2.0,,0.0,,147.0,,0.0,,1.0,,0.0,,7.0,0.0,1.0,0.0,371.0,2.0,22.0,0.0,147.0,1.0,0.0,0.0,1 - 4 years,Female
201005,Tir 2010,201005,EZGJBfAul47,"5 - 9 Years, Male",16.0,,1.0,,0.0,,0.0,,80.0,,14.0,,2.0,,0.0,,156.0,,0.0,,3.0,,0.0,,16.0,0.0,1.0,0.0,80.0,2.0,14.0,0.0,156.0,3.0,0.0,0.0,5 - 9 Years,Male
201005,Tir 2010,201005,IoL37Mt8o2u,"5 - 9 Years, Female",19.0,,2.0,,0.0,,0.0,,75.0,,25.0,,0.0,,0.0,,162.0,,0.0,,0.0,,0.0,,19.0,0.0,2.0,0.0,75.0,0.0,25.0,0.0,162.0,0.0,0.0,0.0,5 - 9 Years,Female
201005,Tir 2010,201005,oglkp3riNwB,"10 - 14 Years, Male",32.0,,0.0,,0.0,,0.0,,61.0,,18.0,,0.0,,0.0,,179.0,,0.0,,1.0,,0.0,,32.0,0.0,0.0,0.0,61.0,0.0,18.0,0.0,179.0,1.0,0.0,0.0,10 - 14 Years,Male
201005,Tir 2010,201005,jhb8pntrUOs,"10 - 14 Years, Female",22.0,,2.0,,0.0,,0.0,,104.0,,30.0,,2.0,,0.0,,242.0,,0.0,,3.0,,0.0,,22.0,0.0,2.0,0.0,104.0,2.0,30.0,0.0,242.0,3.0,0.0,0.0,10 - 14 Years,Female
201005,Tir 2010,201005,UbsjYFTIzbJ,"15 - 19 Years, Male",21.0,,316.0,,0.0,,0.0,,327.0,,133.0,,0.0,,1.0,,141.0,,11.0,,2.0,,0.0,,21.0,0.0,316.0,0.0,327.0,0.0,133.0,1.0,141.0,2.0,11.0,0.0,15 - 19 Years,Male
201005,Tir 2010,201005,yKxKFNgTYpe,"15 - 19 Years, Female",76.0,,515.0,,0.0,,3.0,,1236.0,,297.0,,15.0,,5.0,,232.0,,60.0,,0.0,,0.0,,76.0,0.0,515.0,3.0,1236.0,15.0,297.0,5.0,232.0,0.0,60.0,0.0,15 - 19 Years,Female
201005,Tir 2010,201005,iJ9xA16rF0f,"20 - 24 Years, Male",84.0,,1984.0,,0.0,,9.0,,1074.0,,521.0,,18.0,,5.0,,372.0,,65.0,,4.0,,2.0,,84.0,0.0,1984.0,9.0,1074.0,18.0,521.0,5.0,372.0,4.0,65.0,2.0,20 - 24 Years,Male
201005,Tir 2010,201005,QRx91653hi4,"20 - 24 Years, Female",515.0,,1601.0,,5.0,,18.0,,4240.0,,787.0,,33.0,,12.0,,819.0,,361.0,,8.0,,1.0,,515.0,5.0,1601.0,18.0,4240.0,33.0,787.0,12.0,819.0,8.0,361.0,1.0,20 - 24 Years,Female
201005,Tir 2010,201005,XGN7KObgMUp,"25 - 49 Years, Male",433.0,,4711.0,,10.0,,60.0,,3359.0,,1530.0,,56.0,,53.0,,1569.0,,566.0,,45.0,,15.0,,433.0,10.0,4711.0,60.0,3359.0,56.0,1530.0,53.0,1569.0,45.0,566.0,15.0,25 - 49 Years,Male
201005,Tir 2010,201005,j9VdW9Ox3N4,"25 - 49 Years, Female",2233.0,,2198.0,,38.0,,80.0,,6707.0,,1544.0,,75.0,,61.0,,2368.0,,725.0,,62.0,,17.0,,2233.0,38.0,2198.0,80.0,6707.0,75.0,1544.0,61.0,2368.0,62.0,725.0,17.0,25 - 49 Years,Female
201005,Tir 2010,201005,OgS7xhfgy8f,">= 50 Years, Male",54.0,,304.0,,2.0,,22.0,,246.0,,128.0,,8.0,,6.0,,425.0,,68.0,,13.0,,13.0,,54.0,2.0,304.0,22.0,246.0,8.0,128.0,6.0,425.0,13.0,68.0,13.0,>= 50 Years,Male
201005,Tir 2010,201005,REM96ydb4j7,">= 50 Years, Female",43.0,,65.0,,4.0,,5.0,,234.0,,109.0,,5.0,,5.0,,382.0,,16.0,,13.0,,2.0,,43.0,4.0,65.0,5.0,234.0,5.0,109.0,5.0,382.0,13.0,16.0,2.0,>= 50 Years,Female
201006,Yekatit 2010,201006,NCsDfLwsJbD,"< 1 year, Male",0.0,,1.0,,0.0,,0.0,,22.0,,0.0,,0.0,,0.0,,212.0,,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,< 1 year,Male
201006,Yekatit 2010,201006,Zv06s01IYEp,"< 1 year, Female",3.0,,0.0,,0.0,,0.0,,15.0,,1.0,,0.0,,0.0,,90.0,,2.0,,0.0,,0.0,,3.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,90.0,0.0,2.0,0.0,< 1 year,Female
201006,Yekatit 2010,201006,VCjiUvR8LRp,"1 - 4 years, Male",4.0,,1.0,,0.0,,0.0,,667.0,,29.0,,2.0,,0.0,,270.0,,1.0,,1.0,,0.0,,4.0,0.0,1.0,0.0,667.0,2.0,29.0,0.0,270.0,1.0,1.0,0.0,1 - 4 years,Male
201006,Yekatit 2010,201006,uQGKsfDfdos,"1 - 4 years, Female",4.0,,0.0,,0.0,,0.0,,648.0,,34.0,,3.0,,1.0,,245.0,,0.0,,4.0,,0.0,,4.0,0.0,0.0,0.0,648.0,3.0,34.0,1.0,245.0,4.0,0.0,0.0,1 - 4 years,Female
201006,Yekatit 2010,201006,EZGJBfAul47,"5 - 9 Years, Male",2.0,,31.0,,0.0,,1.0,,113.0,,59.0,,2.0,,1.0,,122.0,,1.0,,1.0,,0.0,,2.0,0.0,31.0,1.0,113.0,2.0,59.0,1.0,122.0,1.0,1.0,0.0,5 - 9 Years,Male
201006,Yekatit 2010,201006,IoL37Mt8o2u,"5 - 9 Years, Female",10.0,,21.0,,0.0,,0.0,,121.0,,62.0,,4.0,,1.0,,99.0,,0.0,,1.0,,0.0,,10.0,0.0,21.0,0.0,121.0,4.0,62.0,1.0,99.0,1.0,0.0,0.0,5 - 9 Years,Female
201006,Yekatit 2010,201006,oglkp3riNwB,"10 - 14 Years, Male",25.0,,41.0,,0.0,,0.0,,153.0,,41.0,,5.0,,2.0,,118.0,,2.0,,1.0,,0.0,,25.0,0.0,41.0,0.0,153.0,5.0,41.0,2.0,118.0,1.0,2.0,0.0,10 - 14 Years,Male
201006,Yekatit 2010,201006,jhb8pntrUOs,"10 - 14 Years, Female",25.0,,30.0,,2.0,,1.0,,207.0,,74.0,,4.0,,1.0,,116.0,,0.0,,0.0,,0.0,,25.0,2.0,30.0,1.0,207.0,4.0,74.0,1.0,116.0,0.0,0.0,0.0,10 - 14 Years,Female
201006,Yekatit 2010,201006,UbsjYFTIzbJ,"15 - 19 Years, Male",20.0,,325.0,,2.0,,3.0,,584.0,,232.0,,5.0,,5.0,,207.0,,19.0,,1.0,,3.0,,20.0,2.0,325.0,3.0,584.0,5.0,232.0,5.0,207.0,1.0,19.0,3.0,15 - 19 Years,Male
201006,Yekatit 2010,201006,yKxKFNgTYpe,"15 - 19 Years, Female",147.0,,508.0,,6.0,,4.0,,1872.0,,589.0,,5.0,,17.0,,457.0,,82.0,,3.0,,4.0,,147.0,6.0,508.0,4.0,1872.0,5.0,589.0,17.0,457.0,3.0,82.0,4.0,15 - 19 Years,Female
201006,Yekatit 2010,201006,iJ9xA16rF0f,"20 - 24 Years, Male",94.0,,2256.0,,4.0,,7.0,,1272.0,,685.0,,18.0,,7.0,,370.0,,103.0,,2.0,,2.0,,94.0,4.0,2256.0,7.0,1272.0,18.0,685.0,7.0,370.0,2.0,103.0,2.0,20 - 24 Years,Male
201006,Yekatit 2010,201006,QRx91653hi4,"20 - 24 Years, Female",644.0,,1655.0,,14.0,,26.0,,5341.0,,1081.0,,45.0,,18.0,,1184.0,,453.0,,14.0,,6.0,,644.0,14.0,1655.0,26.0,5341.0,45.0,1081.0,18.0,1184.0,14.0,453.0,6.0,20 - 24 Years,Female
201006,Yekatit 2010,201006,XGN7KObgMUp,"25 - 49 Years, Male",457.0,,4808.0,,28.0,,70.0,,4696.0,,1730.0,,90.0,,51.0,,1936.0,,615.0,,54.0,,28.0,,457.0,28.0,4808.0,70.0,4696.0,90.0,1730.0,51.0,1936.0,54.0,615.0,28.0,25 - 49 Years,Male
201006,Yekatit 2010,201006,j9VdW9Ox3N4,"25 - 49 Years, Female",1892.0,,2214.0,,34.0,,93.0,,9802.0,,2381.0,,144.0,,72.0,,3126.0,,882.0,,80.0,,42.0,,1892.0,34.0,2214.0,93.0,9802.0,144.0,2381.0,72.0,3126.0,80.0,882.0,42.0,25 - 49 Years,Female
201006,Yekatit 2010,201006,OgS7xhfgy8f,">= 50 Years, Male",41.0,,360.0,,0.0,,16.0,,307.0,,141.0,,6.0,,16.0,,620.0,,47.0,,15.0,,7.0,,41.0,0.0,360.0,16.0,307.0,6.0,141.0,16.0,620.0,15.0,47.0,7.0,>= 50 Years,Male
201006,Yekatit 2010,201006,REM96ydb4j7,">= 50 Years, Female",66.0,,65.0,,5.0,,5.0,,300.0,,185.0,,11.0,,10.0,,489.0,,33.0,,9.0,,4.0,,66.0,5.0,65.0,5.0,300.0,11.0,185.0,10.0,489.0,9.0,33.0,4.0,>= 50 Years,Female
201007,Megabit 2010,201007,NCsDfLwsJbD,"< 1 year, Male",2.0,,0.0,,0.0,,2.0,,38.0,,3.0,,0.0,,0.0,,58.0,,0.0,,1.0,,0.0,,2.0,0.0,0.0,2.0,38.0,0.0,3.0,0.0,58.0,1.0,0.0,0.0,< 1 year,Male
201007,Megabit 2010,201007,Zv06s01IYEp,"< 1 year, Female",4.0,,0.0,,0.0,,0.0,,35.0,,5.0,,1.0,,1.0,,44.0,,0.0,,0.0,,0.0,,4.0,0.0,0.0,0.0,35.0,1.0,5.0,1.0,44.0,0.0,0.0,0.0,< 1 year,Female
201007,Megabit 2010,201007,VCjiUvR8LRp,"1 - 4 years, Male",10.0,,3.0,,0.0,,0.0,,755.0,,84.0,,4.0,,2.0,,99.0,,1.0,,0.0,,0.0,,10.0,0.0,3.0,0.0,755.0,4.0,84.0,2.0,99.0,0.0,1.0,0.0,1 - 4 years,Male
201007,Megabit 2010,201007,uQGKsfDfdos,"1 - 4 years, Female",8.0,,0.0,,0.0,,0.0,,739.0,,79.0,,3.0,,2.0,,97.0,,0.0,,0.0,,0.0,,8.0,0.0,0.0,0.0,739.0,3.0,79.0,2.0,97.0,0.0,0.0,0.0,1 - 4 years,Female
201007,Megabit 2010,201007,EZGJBfAul47,"5 - 9 Years, Male",7.0,,1.0,,1.0,,0.0,,99.0,,78.0,,0.0,,0.0,,55.0,,4.0,,0.0,,2.0,,7.0,1.0,1.0,0.0,99.0,0.0,78.0,0.0,55.0,0.0,4.0,2.0,5 - 9 Years,Male
201007,Megabit 2010,201007,IoL37Mt8o2u,"5 - 9 Years, Female",11.0,,2.0,,0.0,,0.0,,128.0,,103.0,,1.0,,1.0,,51.0,,0.0,,0.0,,0.0,,11.0,0.0,2.0,0.0,128.0,1.0,103.0,1.0,51.0,0.0,0.0,0.0,5 - 9 Years,Female
201007,Megabit 2010,201007,oglkp3riNwB,"10 - 14 Years, Male",5.0,,1.0,,0.0,,0.0,,139.0,,90.0,,0.0,,0.0,,51.0,,2.0,,0.0,,0.0,,5.0,0.0,1.0,0.0,139.0,0.0,90.0,0.0,51.0,0.0,2.0,0.0,10 - 14 Years,Male
201007,Megabit 2010,201007,jhb8pntrUOs,"10 - 14 Years, Female",8.0,,1.0,,0.0,,0.0,,230.0,,164.0,,1.0,,0.0,,114.0,,0.0,,2.0,,0.0,,8.0,0.0,1.0,0.0,230.0,1.0,164.0,0.0,114.0,2.0,0.0,0.0,10 - 14 Years,Female
201007,Megabit 2010,201007,UbsjYFTIzbJ,"15 - 19 Years, Male",28.0,,282.0,,2.0,,2.0,,610.0,,287.0,,1.0,,5.0,,102.0,,12.0,,0.0,,0.0,,28.0,2.0,282.0,2.0,610.0,1.0,287.0,5.0,102.0,0.0,12.0,0.0,15 - 19 Years,Male
201007,Megabit 2010,201007,yKxKFNgTYpe,"15 - 19 Years, Female",113.0,,514.0,,2.0,,2.0,,2034.0,,603.0,,5.0,,8.0,,187.0,,71.0,,4.0,,0.0,,113.0,2.0,514.0,2.0,2034.0,5.0,603.0,8.0,187.0,4.0,71.0,0.0,15 - 19 Years,Female
201007,Megabit 2010,201007,iJ9xA16rF0f,"20 - 24 Years, Male",151.0,,2034.0,,3.0,,15.0,,1758.0,,755.0,,17.0,,9.0,,389.0,,92.0,,1.0,,1.0,,151.0,3.0,2034.0,15.0,1758.0,17.0,755.0,9.0,389.0,1.0,92.0,1.0,20 - 24 Years,Male
201007,Megabit 2010,201007,QRx91653hi4,"20 - 24 Years, Female",763.0,,1655.0,,5.0,,28.0,,5776.0,,1178.0,,27.0,,26.0,,1186.0,,562.0,,8.0,,3.0,,763.0,5.0,1655.0,28.0,5776.0,27.0,1178.0,26.0,1186.0,8.0,562.0,3.0,20 - 24 Years,Female
201007,Megabit 2010,201007,XGN7KObgMUp,"25 - 49 Years, Male",802.0,,4367.0,,45.0,,72.0,,5062.0,,1694.0,,72.0,,48.0,,1981.0,,655.0,,55.0,,25.0,,802.0,45.0,4367.0,72.0,5062.0,72.0,1694.0,48.0,1981.0,55.0,655.0,25.0,25 - 49 Years,Male
201007,Megabit 2010,201007,j9VdW9Ox3N4,"25 - 49 Years, Female",2299.0,,2149.0,,42.0,,87.0,,9587.0,,2421.0,,149.0,,110.0,,4044.0,,935.0,,70.0,,14.0,,2299.0,42.0,2149.0,87.0,9587.0,149.0,2421.0,110.0,4044.0,70.0,935.0,14.0,25 - 49 Years,Female
201007,Megabit 2010,201007,OgS7xhfgy8f,">= 50 Years, Male",105.0,,287.0,,9.0,,2.0,,376.0,,162.0,,19.0,,11.0,,446.0,,70.0,,19.0,,4.0,,105.0,9.0,287.0,2.0,376.0,19.0,162.0,11.0,446.0,19.0,70.0,4.0,>= 50 Years,Male
201007,Megabit 2010,201007,REM96ydb4j7,">= 50 Years, Female",498.0,,71.0,,7.0,,6.0,,469.0,,235.0,,12.0,,15.0,,574.0,,23.0,,14.0,,5.0,,498.0,7.0,71.0,6.0,469.0,12.0,235.0,15.0,574.0,14.0,23.0,5.0,>= 50 Years,Female
201008,Miazia 2010,201008,NCsDfLwsJbD,"< 1 year, Male",1.0,,0.0,,0.0,,0.0,,18.0,,3.0,,0.0,,0.0,,106.0,,0.0,,1.0,,0.0,,1.0,0.0,0.0,0.0,18.0,0.0,3.0,0.0,106.0,1.0,0.0,0.0,< 1 year,Male
201008,Miazia 2010,201008,Zv06s01IYEp,"< 1 year, Female",0.0,,1.0,,0.0,,0.0,,12.0,,1.0,,0.0,,0.0,,88.0,,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,88.0,0.0,0.0,0.0,< 1 year,Female
201008,Miazia 2010,201008,VCjiUvR8LRp,"1 - 4 years, Male",3.0,,3.0,,1.0,,0.0,,605.0,,65.0,,2.0,,0.0,,214.0,,1.0,,2.0,,0.0,,3.0,1.0,3.0,0.0,605.0,2.0,65.0,0.0,214.0,2.0,1.0,0.0,1 - 4 years,Male
201008,Miazia 2010,201008,uQGKsfDfdos,"1 - 4 years, Female",4.0,,3.0,,0.0,,0.0,,510.0,,72.0,,4.0,,0.0,,128.0,,1.0,,0.0,,0.0,,4.0,0.0,3.0,0.0,510.0,4.0,72.0,0.0,128.0,0.0,1.0,0.0,1 - 4 years,Female
201008,Miazia 2010,201008,EZGJBfAul47,"5 - 9 Years, Male",1.0,,10.0,,0.0,,0.0,,93.0,,57.0,,1.0,,1.0,,92.0,,1.0,,0.0,,0.0,,1.0,0.0,10.0,0.0,93.0,1.0,57.0,1.0,92.0,0.0,1.0,0.0,5 - 9 Years,Male
201008,Miazia 2010,201008,IoL37Mt8o2u,"5 - 9 Years, Female",3.0,,3.0,,0.0,,0.0,,69.0,,63.0,,0.0,,0.0,,80.0,,0.0,,0.0,,0.0,,3.0,0.0,3.0,0.0,69.0,0.0,63.0,0.0,80.0,0.0,0.0,0.0,5 - 9 Years,Female
201008,Miazia 2010,201008,oglkp3riNwB,"10 - 14 Years, Male",3.0,,0.0,,1.0,,0.0,,78.0,,41.0,,1.0,,0.0,,63.0,,1.0,,3.0,,0.0,,3.0,1.0,0.0,0.0,78.0,1.0,41.0,0.0,63.0,3.0,1.0,0.0,10 - 14 Years,Male
201008,Miazia 2010,201008,jhb8pntrUOs,"10 - 14 Years, Female",7.0,,3.0,,0.0,,0.0,,102.0,,70.0,,2.0,,1.0,,125.0,,1.0,,4.0,,0.0,,7.0,0.0,3.0,0.0,102.0,2.0,70.0,1.0,125.0,4.0,1.0,0.0,10 - 14 Years,Female
201008,Miazia 2010,201008,UbsjYFTIzbJ,"15 - 19 Years, Male",30.0,,55.0,,0.0,,0.0,,379.0,,132.0,,8.0,,0.0,,114.0,,28.0,,2.0,,0.0,,30.0,0.0,55.0,0.0,379.0,8.0,132.0,0.0,114.0,2.0,28.0,0.0,15 - 19 Years,Male
201008,Miazia 2010,201008,yKxKFNgTYpe,"15 - 19 Years, Female",170.0,,192.0,,2.0,,2.0,,1284.0,,413.0,,4.0,,6.0,,188.0,,86.0,,0.0,,3.0,,170.0,2.0,192.0,2.0,1284.0,4.0,413.0,6.0,188.0,0.0,86.0,3.0,15 - 19 Years,Female
201008,Miazia 2010,201008,iJ9xA16rF0f,"20 - 24 Years, Male",131.0,,135.0,,2.0,,6.0,,1262.0,,617.0,,14.0,,7.0,,451.0,,161.0,,4.0,,4.0,,131.0,2.0,135.0,6.0,1262.0,14.0,617.0,7.0,451.0,4.0,161.0,4.0,20 - 24 Years,Male
201008,Miazia 2010,201008,QRx91653hi4,"20 - 24 Years, Female",732.0,,432.0,,9.0,,3.0,,4611.0,,933.0,,50.0,,20.0,,1127.0,,504.0,,3.0,,4.0,,732.0,9.0,432.0,3.0,4611.0,50.0,933.0,20.0,1127.0,3.0,504.0,4.0,20 - 24 Years,Female
201008,Miazia 2010,201008,XGN7KObgMUp,"25 - 49 Years, Male",772.0,,735.0,,72.0,,16.0,,4272.0,,1625.0,,90.0,,68.0,,1881.0,,822.0,,57.0,,22.0,,772.0,72.0,735.0,16.0,4272.0,90.0,1625.0,68.0,1881.0,57.0,822.0,22.0,25 - 49 Years,Male
201008,Miazia 2010,201008,j9VdW9Ox3N4,"25 - 49 Years, Female",2508.0,,913.0,,48.0,,36.0,,7450.0,,1576.0,,118.0,,94.0,,3236.0,,1138.0,,73.0,,33.0,,2508.0,48.0,913.0,36.0,7450.0,118.0,1576.0,94.0,3236.0,73.0,1138.0,33.0,25 - 49 Years,Female
201008,Miazia 2010,201008,OgS7xhfgy8f,">= 50 Years, Male",152.0,,117.0,,10.0,,3.0,,306.0,,147.0,,15.0,,13.0,,645.0,,91.0,,31.0,,10.0,,152.0,10.0,117.0,3.0,306.0,15.0,147.0,13.0,645.0,31.0,91.0,10.0,>= 50 Years,Male
201008,Miazia 2010,201008,REM96ydb4j7,">= 50 Years, Female",92.0,,21.0,,1.0,,4.0,,215.0,,93.0,,5.0,,9.0,,486.0,,19.0,,12.0,,3.0,,92.0,1.0,21.0,4.0,215.0,5.0,93.0,9.0,486.0,12.0,19.0,3.0,>= 50 Years,Female
201009,Ginbot 2010,201009,NCsDfLwsJbD,"< 1 year, Male",6.0,,0.0,,0.0,,0.0,,23.0,,3.0,,0.0,,0.0,,105.0,,0.0,,2.0,,0.0,,6.0,0.0,0.0,0.0,23.0,0.0,3.0,0.0,105.0,2.0,0.0,0.0,< 1 year,Male
201009,Ginbot 2010,201009,Zv06s01IYEp,"< 1 year, Female",5.0,,0.0,,0.0,,0.0,,25.0,,1.0,,0.0,,0.0,,74.0,,0.0,,4.0,,0.0,,5.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,74.0,4.0,0.0,0.0,< 1 year,Female
201009,Ginbot 2010,201009,VCjiUvR8LRp,"1 - 4 years, Male",7.0,,3.0,,0.0,,0.0,,494.0,,60.0,,0.0,,0.0,,146.0,,0.0,,0.0,,0.0,,7.0,0.0,3.0,0.0,494.0,0.0,60.0,0.0,146.0,0.0,0.0,0.0,1 - 4 years,Male
201009,Ginbot 2010,201009,uQGKsfDfdos,"1 - 4 years, Female",5.0,,3.0,,0.0,,0.0,,465.0,,69.0,,0.0,,0.0,,148.0,,1.0,,1.0,,0.0,,5.0,0.0,3.0,0.0,465.0,0.0,69.0,0.0,148.0,1.0,1.0,0.0,1 - 4 years,Female
201009,Ginbot 2010,201009,EZGJBfAul47,"5 - 9 Years, Male",29.0,,1.0,,0.0,,0.0,,104.0,,111.0,,2.0,,0.0,,112.0,,7.0,,1.0,,0.0,,29.0,0.0,1.0,0.0,104.0,2.0,111.0,0.0,112.0,1.0,7.0,0.0,5 - 9 Years,Male
201009,Ginbot 2010,201009,IoL37Mt8o2u,"5 - 9 Years, Female",27.0,,0.0,,0.0,,0.0,,113.0,,83.0,,1.0,,0.0,,95.0,,5.0,,0.0,,0.0,,27.0,0.0,0.0,0.0,113.0,1.0,83.0,0.0,95.0,0.0,5.0,0.0,5 - 9 Years,Female
201009,Ginbot 2010,201009,oglkp3riNwB,"10 - 14 Years, Male",67.0,,1.0,,1.0,,1.0,,80.0,,65.0,,1.0,,2.0,,134.0,,3.0,,2.0,,0.0,,67.0,1.0,1.0,1.0,80.0,1.0,65.0,2.0,134.0,2.0,3.0,0.0,10 - 14 Years,Male
201009,Ginbot 2010,201009,jhb8pntrUOs,"10 - 14 Years, Female",92.0,,4.0,,2.0,,0.0,,137.0,,120.0,,6.0,,2.0,,110.0,,6.0,,0.0,,0.0,,92.0,2.0,4.0,0.0,137.0,6.0,120.0,2.0,110.0,0.0,6.0,0.0,10 - 14 Years,Female
201009,Ginbot 2010,201009,UbsjYFTIzbJ,"15 - 19 Years, Male",36.0,,64.0,,1.0,,2.0,,433.0,,231.0,,3.0,,1.0,,138.0,,11.0,,0.0,,0.0,,36.0,1.0,64.0,2.0,433.0,3.0,231.0,1.0,138.0,0.0,11.0,0.0,15 - 19 Years,Male
201009,Ginbot 2010,201009,yKxKFNgTYpe,"15 - 19 Years, Female",164.0,,331.0,,3.0,,2.0,,1360.0,,614.0,,8.0,,11.0,,316.0,,36.0,,2.0,,2.0,,164.0,3.0,331.0,2.0,1360.0,8.0,614.0,11.0,316.0,2.0,36.0,2.0,15 - 19 Years,Female
201009,Ginbot 2010,201009,iJ9xA16rF0f,"20 - 24 Years, Male",119.0,,226.0,,3.0,,2.0,,1418.0,,692.0,,4.0,,6.0,,400.0,,84.0,,3.0,,5.0,,119.0,3.0,226.0,2.0,1418.0,4.0,692.0,6.0,400.0,3.0,84.0,5.0,20 - 24 Years,Male
201009,Ginbot 2010,201009,QRx91653hi4,"20 - 24 Years, Female",896.0,,421.0,,13.0,,1.0,,5027.0,,1060.0,,31.0,,24.0,,1138.0,,290.0,,5.0,,8.0,,896.0,13.0,421.0,1.0,5027.0,31.0,1060.0,24.0,1138.0,5.0,290.0,8.0,20 - 24 Years,Female
201009,Ginbot 2010,201009,XGN7KObgMUp,"25 - 49 Years, Male",673.0,,768.0,,24.0,,11.0,,4234.0,,1840.0,,87.0,,77.0,,1614.0,,586.0,,51.0,,24.0,,673.0,24.0,768.0,11.0,4234.0,87.0,1840.0,77.0,1614.0,51.0,586.0,24.0,25 - 49 Years,Male
201009,Ginbot 2010,201009,j9VdW9Ox3N4,"25 - 49 Years, Female",2823.0,,673.0,,62.0,,31.0,,8259.0,,1908.0,,109.0,,107.0,,3459.0,,774.0,,57.0,,38.0,,2823.0,62.0,673.0,31.0,8259.0,109.0,1908.0,107.0,3459.0,57.0,774.0,38.0,25 - 49 Years,Female
201009,Ginbot 2010,201009,OgS7xhfgy8f,">= 50 Years, Male",80.0,,59.0,,8.0,,0.0,,250.0,,127.0,,14.0,,5.0,,556.0,,57.0,,18.0,,2.0,,80.0,8.0,59.0,0.0,250.0,14.0,127.0,5.0,556.0,18.0,57.0,2.0,>= 50 Years,Male
201009,Ginbot 2010,201009,REM96ydb4j7,">= 50 Years, Female",93.0,,17.0,,12.0,,0.0,,256.0,,112.0,,10.0,,10.0,,450.0,,14.0,,13.0,,4.0,,93.0,12.0,17.0,0.0,256.0,10.0,112.0,10.0,450.0,13.0,14.0,4.0,>= 50 Years,Female
201010,Sene 2010,201010,NCsDfLwsJbD,"< 1 year, Male",2.0,,0.0,,0.0,,0.0,,28.0,,2.0,,0.0,,0.0,,259.0,,0.0,,1.0,,0.0,,2.0,0.0,0.0,0.0,28.0,0.0,2.0,0.0,259.0,1.0,0.0,0.0,< 1 year,Male
201010,Sene 2010,201010,Zv06s01IYEp,"< 1 year, Female",1.0,,2.0,,0.0,,0.0,,52.0,,1.0,,0.0,,0.0,,180.0,,0.0,,2.0,,0.0,,1.0,0.0,2.0,0.0,52.0,0.0,1.0,0.0,180.0,2.0,0.0,0.0,< 1 year,Female
