periodid,periodname,periodcode,categoryoptioncomboid,categoryoptioncomboname,Clinics -2017_HIV_Clients receiving HIV test results (at PITC),Clinics HIV_Clients receiving HIV test results (at PITC),Clinics -2017_HIV_Clients receiving HIV test results (at VCT),Clinics HIV_Clients receiving HIV test results (at VCT),Clinics -2017_HIV_Clients testing positive for HIV (at PITC),Clinics HIV_Clients testing positive for HIV (at PITC),Clinics -2017_HIV_Clients testing positive for HIV (at VCT),Clinics HIV_Clients testing positive for HIV (at VCT),Health Centers -2017_HIV_Clients receiving HIV test results (at PITC),Health Centers HIV_Clients receiving HIV test results (at PITC),Health Centers -2017_HIV_Clients receiving HIV test results (at VCT),Health Centers HIV_Clients receiving HIV test results (at VCT),Health Centers -2017_HIV_Clients testing positive for HIV (at PITC),Health Centers HIV_Clients testing positive for HIV (at PITC),Health Centers -2017_HIV_Clients testing positive for HIV (at VCT),Health Centers HIV_Clients testing positive for HIV (at VCT),Hospitals -2017_HIV_Clients receiving HIV test results (at PITC),Hospitals HIV_Clients receiving HIV test results (at PITC),Hospitals -2017_HIV_Clients receiving HIV test results (at VCT),Hospitals HIV_Clients receiving HIV test results (at VCT),Hospitals -2017_HIV_Clients testing positive for HIV (at PITC),Hospitals HIV_Clients testing positive for HIV (at PITC),Hospitals -2017_HIV_Clients testing positive for HIV (at VCT),Hospitals HIV_Clients testing positive for HIV (at VCT),Total_Tested_Clinics_PITC,Total_Positive_Clinics_PITC,Total_Tested_Clinics_VCT,Total_Positive_Clinics_VCT,Total_Tested_HealthCenters_PITC,Total_Positive_HealthCenters_PITC,Total_Tested_HealthCenters_VCT,Total_Positive_HealthCenters_VCT,Total_Tested_Hospitals_PITC,Total_Positive_Hospitals_PITC,Total_Tested_Hospitals_VCT,Total_Positive_Hospitals_VCT,AgeBand,Sex
201206,Yekatit 2012,201206,REM96ydb4j7,">= 50 Years, Female",33.0,,19.0,,0.0,,1.0,,512.0,,115.0,,11.0,,6.0,,697.0,,22.0,,10.0,,4.0,,33.0,0.0,19.0,1.0,512.0,11.0,115.0,6.0,697.0,10.0,22.0,4.0,>= 50 Years,Female
201207,Megabit 2012,201207,NCsDfLwsJbD,"< 1 year, Male",0.0,,0.0,,0.0,,0.0,,10.0,,1.0,,0.0,,0.0,,67.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,67.0,0.0,0.0,0.0,< 1 year,Male
201207,Megabit 2012,201207,Zv06s01IYEp,"< 1 year, Female",1.0,,0.0,,0.0,,0.0,,11.0,,1.0,,0.0,,0.0,,61.0,,0.0,,1.0,,0.0,,1.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,61.0,1.0,0.0,0.0,< 1 year,Female
201207,Megabit 2012,201207,VCjiUvR8LRp,"1 - 4 years, Male",4.0,,2.0,,1.0,,0.0,,189.0,,15.0,,2.0,,1.0,,101.0,,1.0,,0.0,,0.0,,4.0,1.0,2.0,0.0,189.0,2.0,15.0,1.0,101.0,0.0,1.0,0.0,1 - 4 years,Male
201207,Megabit 2012,201207,uQGKsfDfdos,"1 - 4 years, Female",7.0,,0.0,,0.0,,0.0,,213.0,,10.0,,2.0,,1.0,,86.0,,2.0,,2.0,,0.0,,7.0,0.0,0.0,0.0,213.0,2.0,10.0,1.0,86.0,2.0,2.0,0.0,1 - 4 years,Female
201207,Megabit 2012,201207,EZGJBfAul47,"5 - 9 Years, Male",9.0,,1.0,,1.0,,0.0,,91.0,,29.0,,0.0,,0.0,,67.0,,2.0,,2.0,,0.0,,9.0,1.0,1.0,0.0,91.0,0.0,29.0,0.0,67.0,2.0,2.0,0.0,5 - 9 Years,Male
201207,Megabit 2012,201207,IoL37Mt8o2u,"5 - 9 Years, Female",4.0,,1.0,,1.0,,0.0,,85.0,,27.0,,1.0,,0.0,,70.0,,3.0,,1.0,,0.0,,4.0,1.0,1.0,0.0,85.0,1.0,27.0,0.0,70.0,1.0,3.0,0.0,5 - 9 Years,Female
201207,Megabit 2012,201207,oglkp3riNwB,"10 - 14 Years, Male",3.0,,0.0,,1.0,,0.0,,75.0,,33.0,,0.0,,2.0,,65.0,,3.0,,1.0,,0.0,,3.0,1.0,0.0,0.0,75.0,0.0,33.0,2.0,65.0,1.0,3.0,0.0,10 - 14 Years,Male
201207,Megabit 2012,201207,jhb8pntrUOs,"10 - 14 Years, Female",6.0,,1.0,,3.0,,0.0,,102.0,,40.0,,1.0,,2.0,,72.0,,14.0,,0.0,,0.0,,6.0,3.0,1.0,0.0,102.0,1.0,40.0,2.0,72.0,0.0,14.0,0.0,10 - 14 Years,Female
201207,Megabit 2012,201207,UbsjYFTIzbJ,"15 - 19 Years, Male",16.0,,15.0,,0.0,,0.0,,313.0,,96.0,,1.0,,3.0,,163.0,,16.0,,2.0,,0.0,,16.0,0.0,15.0,0.0,313.0,1.0,96.0,3.0,163.0,2.0,16.0,0.0,15 - 19 Years,Male
201207,Megabit 2012,201207,yKxKFNgTYpe,"15 - 19 Years, Female",143.0,,22.0,,0.0,,0.0,,1217.0,,303.0,,3.0,,2.0,,338.0,,59.0,,3.0,,1.0,,143.0,0.0,22.0,0.0,1217.0,3.0,303.0,2.0,338.0,3.0,59.0,1.0,15 - 19 Years,Female
201207,Megabit 2012,201207,iJ9xA16rF0f,"20 - 24 Years, Male",89.0,,85.0,,1.0,,3.0,,1214.0,,525.0,,9.0,,3.0,,416.0,,101.0,,3.0,,0.0,,89.0,1.0,85.0,3.0,1214.0,9.0,525.0,3.0,416.0,3.0,101.0,0.0,20 - 24 Years,Male
201207,Megabit 2012,201207,QRx91653hi4,"20 - 24 Years, Female",623.0,,111.0,,4.0,,5.0,,4846.0,,974.0,,31.0,,9.0,,1106.0,,205.0,,14.0,,3.0,,623.0,4.0,111.0,5.0,4846.0,31.0,974.0,9.0,1106.0,14.0,205.0,3.0,20 - 24 Years,Female
201207,Megabit 2012,201207,XGN7KObgMUp,"25 - 49 Years, Male",388.0,,329.0,,9.0,,49.0,,3673.0,,1580.0,,71.0,,34.0,,2037.0,,446.0,,73.0,,16.0,,388.0,9.0,329.0,49.0,3673.0,71.0,1580.0,34.0,2037.0,73.0,446.0,16.0,25 - 49 Years,Male
201207,Megabit 2012,201207,j9VdW9Ox3N4,"25 - 49 Years, Female",1504.0,,265.0,,30.0,,41.0,,7661.0,,1565.0,,107.0,,61.0,,3707.0,,371.0,,61.0,,18.0,,1504.0,30.0,265.0,41.0,7661.0,107.0,1565.0,61.0,3707.0,61.0,371.0,18.0,25 - 49 Years,Female
201207,Megabit 2012,201207,OgS7xhfgy8f,">= 50 Years, Male",31.0,,25.0,,2.0,,8.0,,397.0,,116.0,,18.0,,9.0,,734.0,,34.0,,15.0,,4.0,,31.0,2.0,25.0,8.0,397.0,18.0,116.0,9.0,734.0,15.0,34.0,4.0,>= 50 Years,Male
201207,Megabit 2012,201207,REM96ydb4j7,">= 50 Years, Female",31.0,,9.0,,3.0,,9.0,,448.0,,57.0,,14.0,,2.0,,659.0,,19.0,,6.0,,3.0,,31.0,3.0,9.0,9.0,448.0,14.0,57.0,2.0,659.0,6.0,19.0,3.0,>= 50 Years,Female
201208,Miazia 2012,201208,NCsDfLwsJbD,"< 1 year, Male",3.0,,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,32.0,,0.0,,0.0,,0.0,,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,< 1 year,Male
201208,Miazia 2012,201208,Zv06s01IYEp,"< 1 year, Female",1.0,,0.0,,0.0,,0.0,,5.0,,0.0,,1.0,,0.0,,55.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,55.0,0.0,0.0,0.0,< 1 year,Female
201208,Miazia 2012,201208,VCjiUvR8LRp,"1 - 4 years, Male",0.0,,0.0,,0.0,,0.0,,79.0,,4.0,,0.0,,0.0,,24.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,79.0,0.0,4.0,0.0,24.0,0.0,0.0,0.0,1 - 4 years,Male
201208,Miazia 2012,201208,uQGKsfDfdos,"1 - 4 years, Female",1.0,,0.0,,0.0,,0.0,,82.0,,1.0,,0.0,,0.0,,45.0,,0.0,,1.0,,0.0,,1.0,0.0,0.0,0.0,82.0,0.0,1.0,0.0,45.0,1.0,0.0,0.0,1 - 4 years,Female
201208,Miazia 2012,201208,EZGJBfAul47,"5 - 9 Years, Male",1.0,,0.0,,0.0,,0.0,,22.0,,8.0,,0.0,,0.0,,10.0,,1.0,,2.0,,0.0,,1.0,0.0,0.0,0.0,22.0,0.0,8.0,0.0,10.0,2.0,1.0,0.0,5 - 9 Years,Male
201208,Miazia 2012,201208,IoL37Mt8o2u,"5 - 9 Years, Female",1.0,,0.0,,0.0,,0.0,,21.0,,5.0,,0.0,,0.0,,31.0,,0.0,,2.0,,0.0,,1.0,0.0,0.0,0.0,21.0,0.0,5.0,0.0,31.0,2.0,0.0,0.0,5 - 9 Years,Female
201208,Miazia 2012,201208,oglkp3riNwB,"10 - 14 Years, Male",2.0,,0.0,,0.0,,0.0,,26.0,,3.0,,0.0,,0.0,,14.0,,2.0,,1.0,,0.0,,2.0,0.0,0.0,0.0,26.0,0.0,3.0,0.0,14.0,1.0,2.0,0.0,10 - 14 Years,Male
201208,Miazia 2012,201208,jhb8pntrUOs,"10 - 14 Years, Female",7.0,,2.0,,0.0,,0.0,,27.0,,9.0,,0.0,,0.0,,46.0,,0.0,,0.0,,0.0,,7.0,0.0,2.0,0.0,27.0,0.0,9.0,0.0,46.0,0.0,0.0,0.0,10 - 14 Years,Female
201208,Miazia 2012,201208,UbsjYFTIzbJ,"15 - 19 Years, Male",6.0,,2.0,,1.0,,0.0,,163.0,,39.0,,2.0,,0.0,,82.0,,9.0,,1.0,,0.0,,6.0,1.0,2.0,0.0,163.0,2.0,39.0,0.0,82.0,1.0,9.0,0.0,15 - 19 Years,Male
201208,Miazia 2012,201208,yKxKFNgTYpe,"15 - 19 Years, Female",144.0,,7.0,,0.0,,0.0,,617.0,,105.0,,4.0,,0.0,,158.0,,24.0,,0.0,,0.0,,144.0,0.0,7.0,0.0,617.0,4.0,105.0,0.0,158.0,0.0,24.0,0.0,15 - 19 Years,Female
201208,Miazia 2012,201208,iJ9xA16rF0f,"20 - 24 Years, Male",23.0,,29.0,,0.0,,0.0,,639.0,,146.0,,9.0,,4.0,,199.0,,35.0,,6.0,,0.0,,23.0,0.0,29.0,0.0,639.0,9.0,146.0,4.0,199.0,6.0,35.0,0.0,20 - 24 Years,Male
201208,Miazia 2012,201208,QRx91653hi4,"20 - 24 Years, Female",668.0,,38.0,,0.0,,0.0,,2973.0,,316.0,,15.0,,8.0,,472.0,,53.0,,1.0,,1.0,,668.0,0.0,38.0,0.0,2973.0,15.0,316.0,8.0,472.0,1.0,53.0,1.0,20 - 24 Years,Female
201208,Miazia 2012,201208,XGN7KObgMUp,"25 - 49 Years, Male",202.0,,129.0,,5.0,,4.0,,1911.0,,710.0,,43.0,,19.0,,849.0,,178.0,,26.0,,3.0,,202.0,5.0,129.0,4.0,1911.0,43.0,710.0,19.0,849.0,26.0,178.0,3.0,25 - 49 Years,Male
201208,Miazia 2012,201208,j9VdW9Ox3N4,"25 - 49 Years, Female",865.0,,187.0,,4.0,,3.0,,4876.0,,642.0,,51.0,,16.0,,1995.0,,142.0,,35.0,,8.0,,865.0,4.0,187.0,3.0,4876.0,51.0,642.0,16.0,1995.0,35.0,142.0,8.0,25 - 49 Years,Female
201208,Miazia 2012,201208,OgS7xhfgy8f,">= 50 Years, Male",23.0,,12.0,,0.0,,0.0,,173.0,,56.0,,14.0,,3.0,,242.0,,16.0,,8.0,,3.0,,23.0,0.0,12.0,0.0,173.0,14.0,56.0,3.0,242.0,8.0,16.0,3.0,>= 50 Years,Male
201208,Miazia 2012,201208,REM96ydb4j7,">= 50 Years, Female",11.0,,3.0,,0.0,,1.0,,118.0,,20.0,,2.0,,4.0,,196.0,,6.0,,3.0,,1.0,,11.0,0.0,3.0,1.0,118.0,2.0,20.0,4.0,196.0,3.0,6.0,1.0,>= 50 Years,Female
201209,Ginbot 2012,201209,NCsDfLwsJbD,"< 1 year, Male",1.0,,0.0,,0.0,,0.0,,8.0,,5.0,,0.0,,0.0,,36.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,36.0,0.0,0.0,0.0,< 1 year,Male
201209,Ginbot 2012,201209,Zv06s01IYEp,"< 1 year, Female",0.0,,0.0,,0.0,,0.0,,7.0,,0.0,,0.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,< 1 year,Female
201209,Ginbot 2012,201209,VCjiUvR8LRp,"1 - 4 years, Male",1.0,,1.0,,0.0,,0.0,,84.0,,4.0,,1.0,,0.0,,39.0,,3.0,,1.0,,0.0,,1.0,0.0,1.0,0.0,84.0,1.0,4.0,0.0,39.0,1.0,3.0,0.0,1 - 4 years,Male
201209,Ginbot 2012,201209,uQGKsfDfdos,"1 - 4 years, Female",1.0,,1.0,,0.0,,0.0,,65.0,,6.0,,0.0,,0.0,,30.0,,0.0,,2.0,,0.0,,1.0,0.0,1.0,0.0,65.0,0.0,6.0,0.0,30.0,2.0,0.0,0.0,1 - 4 years,Female
201209,Ginbot 2012,201209,EZGJBfAul47,"5 - 9 Years, Male",1.0,,0.0,,0.0,,0.0,,12.0,,8.0,,0.0,,0.0,,14.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,12.0,0.0,8.0,0.0,14.0,0.0,0.0,0.0,5 - 9 Years,Male
201209,Ginbot 2012,201209,IoL37Mt8o2u,"5 - 9 Years, Female",0.0,,2.0,,0.0,,0.0,,18.0,,7.0,,0.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,0.0,2.0,0.0,18.0,0.0,7.0,0.0,23.0,0.0,0.0,0.0,5 - 9 Years,Female
201209,Ginbot 2012,201209,oglkp3riNwB,"10 - 14 Years, Male",5.0,,0.0,,0.0,,0.0,,27.0,,9.0,,1.0,,1.0,,19.0,,1.0,,2.0,,0.0,,5.0,0.0,0.0,0.0,27.0,1.0,9.0,1.0,19.0,2.0,1.0,0.0,10 - 14 Years,Male
201209,Ginbot 2012,201209,jhb8pntrUOs,"10 - 14 Years, Female",1.0,,0.0,,0.0,,0.0,,42.0,,12.0,,1.0,,0.0,,41.0,,1.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,42.0,1.0,12.0,0.0,41.0,0.0,1.0,0.0,10 - 14 Years,Female
201209,Ginbot 2012,201209,UbsjYFTIzbJ,"15 - 19 Years, Male",40.0,,0.0,,0.0,,0.0,,120.0,,32.0,,1.0,,1.0,,71.0,,18.0,,4.0,,1.0,,40.0,0.0,0.0,0.0,120.0,1.0,32.0,1.0,71.0,4.0,18.0,1.0,15 - 19 Years,Male
201209,Ginbot 2012,201209,yKxKFNgTYpe,"15 - 19 Years, Female",77.0,,3.0,,0.0,,0.0,,663.0,,94.0,,4.0,,1.0,,157.0,,19.0,,1.0,,1.0,,77.0,0.0,3.0,0.0,663.0,4.0,94.0,1.0,157.0,1.0,19.0,1.0,15 - 19 Years,Female
201209,Ginbot 2012,201209,iJ9xA16rF0f,"20 - 24 Years, Male",43.0,,17.0,,1.0,,1.0,,450.0,,125.0,,6.0,,0.0,,196.0,,21.0,,5.0,,0.0,,43.0,1.0,17.0,1.0,450.0,6.0,125.0,0.0,196.0,5.0,21.0,0.0,20 - 24 Years,Male
201209,Ginbot 2012,201209,QRx91653hi4,"20 - 24 Years, Female",532.0,,35.0,,6.0,,0.0,,3758.0,,311.0,,10.0,,4.0,,577.0,,43.0,,13.0,,2.0,,532.0,6.0,35.0,0.0,3758.0,10.0,311.0,4.0,577.0,13.0,43.0,2.0,20 - 24 Years,Female
201209,Ginbot 2012,201209,XGN7KObgMUp,"25 - 49 Years, Male",173.0,,120.0,,3.0,,9.0,,1754.0,,743.0,,44.0,,26.0,,831.0,,148.0,,32.0,,10.0,,173.0,3.0,120.0,9.0,1754.0,44.0,743.0,26.0,831.0,32.0,148.0,10.0,25 - 49 Years,Male
201209,Ginbot 2012,201209,j9VdW9Ox3N4,"25 - 49 Years, Female",1139.0,,101.0,,8.0,,6.0,,6480.0,,702.0,,82.0,,26.0,,2030.0,,145.0,,41.0,,19.0,,1139.0,8.0,101.0,6.0,6480.0,82.0,702.0,26.0,2030.0,41.0,145.0,19.0,25 - 49 Years,Female
201209,Ginbot 2012,201209,OgS7xhfgy8f,">= 50 Years, Male",16.0,,6.0,,3.0,,1.0,,156.0,,57.0,,4.0,,7.0,,230.0,,29.0,,5.0,,1.0,,16.0,3.0,6.0,1.0,156.0,4.0,57.0,7.0,230.0,5.0,29.0,1.0,>= 50 Years,Male
201209,Ginbot 2012,201209,REM96ydb4j7,">= 50 Years, Female",22.0,,1.0,,1.0,,1.0,,121.0,,11.0,,6.0,,1.0,,219.0,,3.0,,6.0,,1.0,,22.0,1.0,1.0,1.0,121.0,6.0,11.0,1.0,219.0,6.0,3.0,1.0,>= 50 Years,Female
201210,Sene 2012,201210,NCsDfLwsJbD,"< 1 year, Male",1.0,,0.0,,0.0,,0.0,,16.0,,1.0,,0.0,,0.0,,26.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,< 1 year,Male
201210,Sene 2012,201210,Zv06s01IYEp,"< 1 year, Female",0.0,,0.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,38.0,,0.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,< 1 year,Female
201210,Sene 2012,201210,VCjiUvR8LRp,"1 - 4 years, Male",0.0,,1.0,,0.0,,0.0,,71.0,,6.0,,0.0,,0.0,,26.0,,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,71.0,0.0,6.0,0.0,26.0,0.0,0.0,0.0,1 - 4 years,Male
201210,Sene 2012,201210,uQGKsfDfdos,"1 - 4 years, Female",1.0,,0.0,,0.0,,0.0,,56.0,,3.0,,0.0,,0.0,,38.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,56.0,0.0,3.0,0.0,38.0,0.0,0.0,0.0,1 - 4 years,Female
201210,Sene 2012,201210,EZGJBfAul47,"5 - 9 Years, Male",0.0,,1.0,,0.0,,0.0,,41.0,,4.0,,0.0,,0.0,,24.0,,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,41.0,0.0,4.0,0.0,24.0,0.0,0.0,0.0,5 - 9 Years,Male
201210,Sene 2012,201210,IoL37Mt8o2u,"5 - 9 Years, Female",0.0,,0.0,,0.0,,0.0,,15.0,,8.0,,1.0,,0.0,,28.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,15.0,1.0,8.0,0.0,28.0,0.0,0.0,0.0,5 - 9 Years,Female
201210,Sene 2012,201210,oglkp3riNwB,"10 - 14 Years, Male",0.0,,0.0,,0.0,,0.0,,31.0,,16.0,,1.0,,1.0,,21.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,31.0,1.0,16.0,1.0,21.0,0.0,0.0,0.0,10 - 14 Years,Male
201210,Sene 2012,201210,jhb8pntrUOs,"10 - 14 Years, Female",3.0,,0.0,,0.0,,0.0,,33.0,,15.0,,2.0,,1.0,,55.0,,0.0,,1.0,,0.0,,3.0,0.0,0.0,0.0,33.0,2.0,15.0,1.0,55.0,1.0,0.0,0.0,10 - 14 Years,Female
201210,Sene 2012,201210,UbsjYFTIzbJ,"15 - 19 Years, Male",3.0,,4.0,,0.0,,0.0,,112.0,,27.0,,0.0,,1.0,,49.0,,7.0,,1.0,,0.0,,3.0,0.0,4.0,0.0,112.0,0.0,27.0,1.0,49.0,1.0,7.0,0.0,15 - 19 Years,Male
201210,Sene 2012,201210,yKxKFNgTYpe,"15 - 19 Years, Female",114.0,,5.0,,0.0,,0.0,,714.0,,159.0,,7.0,,2.0,,152.0,,38.0,,4.0,,0.0,,114.0,0.0,5.0,0.0,714.0,7.0,159.0,2.0,152.0,4.0,38.0,0.0,15 - 19 Years,Female
201210,Sene 2012,201210,iJ9xA16rF0f,"20 - 24 Years, Male",31.0,,22.0,,0.0,,2.0,,494.0,,193.0,,3.0,,2.0,,149.0,,34.0,,2.0,,1.0,,31.0,0.0,22.0,2.0,494.0,3.0,193.0,2.0,149.0,2.0,34.0,1.0,20 - 24 Years,Male
201210,Sene 2012,201210,QRx91653hi4,"20 - 24 Years, Female",443.0,,80.0,,1.0,,0.0,,3990.0,,488.0,,26.0,,4.0,,732.0,,86.0,,6.0,,1.0,,443.0,1.0,80.0,0.0,3990.0,26.0,488.0,4.0,732.0,6.0,86.0,1.0,20 - 24 Years,Female
201210,Sene 2012,201210,XGN7KObgMUp,"25 - 49 Years, Male",263.0,,72.0,,0.0,,4.0,,1947.0,,907.0,,38.0,,24.0,,879.0,,237.0,,36.0,,14.0,,263.0,0.0,72.0,4.0,1947.0,38.0,907.0,24.0,879.0,36.0,237.0,14.0,25 - 49 Years,Male
201210,Sene 2012,201210,j9VdW9Ox3N4,"25 - 49 Years, Female",811.0,,128.0,,9.0,,6.0,,6463.0,,904.0,,73.0,,24.0,,2476.0,,180.0,,45.0,,18.0,,811.0,9.0,128.0,6.0,6463.0,73.0,904.0,24.0,2476.0,45.0,180.0,18.0,25 - 49 Years,Female
201210,Sene 2012,201210,OgS7xhfgy8f,">= 50 Years, Male",9.0,,3.0,,0.0,,0.0,,126.0,,79.0,,8.0,,2.0,,258.0,,39.0,,8.0,,3.0,,9.0,0.0,3.0,0.0,126.0,8.0,79.0,2.0,258.0,8.0,39.0,3.0,>= 50 Years,Male
201210,Sene 2012,201210,REM96ydb4j7,">= 50 Years, Female",7.0,,0.0,,0.0,,2.0,,143.0,,15.0,,4.0,,3.0,,188.0,,8.0,,2.0,,1.0,,7.0,0.0,0.0,2.0,143.0,4.0,15.0,3.0,188.0,2.0,8.0,1.0,>= 50 Years,Female
201211,Hamle 2012,201211,NCsDfLwsJbD,"< 1 year, Male",0.0,,0.0,,0.0,,0.0,,10.0,,0.0,,0.0,,0.0,,39.0,,0.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,39.0,1.0,0.0,0.0,< 1 year,Male
201211,Hamle 2012,201211,Zv06s01IYEp,"< 1 year, Female",0.0,,0.0,,0.0,,0.0,,12.0,,0.0,,0.0,,0.0,,36.0,,0.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,< 1 year,Female
201211,Hamle 2012,201211,VCjiUvR8LRp,"1 - 4 years, Male",1.0,,0.0,,0.0,,0.0,,64.0,,8.0,,2.0,,1.0,,45.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,64.0,2.0,8.0,1.0,45.0,0.0,0.0,0.0,1 - 4 years,Male
201211,Hamle 2012,201211,uQGKsfDfdos,"1 - 4 years, Female",0.0,,0.0,,0.0,,0.0,,63.0,,3.0,,0.0,,1.0,,44.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,63.0,0.0,3.0,1.0,44.0,0.0,0.0,0.0,1 - 4 years,Female
201211,Hamle 2012,201211,EZGJBfAul47,"5 - 9 Years, Male",0.0,,2.0,,0.0,,0.0,,30.0,,10.0,,1.0,,0.0,,30.0,,1.0,,2.0,,0.0,,0.0,0.0,2.0,0.0,30.0,1.0,10.0,0.0,30.0,2.0,1.0,0.0,5 - 9 Years,Male
201211,Hamle 2012,201211,IoL37Mt8o2u,"5 - 9 Years, Female",3.0,,0.0,,1.0,,0.0,,23.0,,7.0,,0.0,,0.0,,42.0,,1.0,,0.0,,0.0,,3.0,1.0,0.0,0.0,23.0,0.0,7.0,0.0,42.0,0.0,1.0,0.0,5 - 9 Years,Female
201211,Hamle 2012,201211,oglkp3riNwB,"10 - 14 Years, Male",4.0,,3.0,,1.0,,0.0,,25.0,,5.0,,1.0,,0.0,,43.0,,1.0,,1.0,,0.0,,4.0,1.0,3.0,0.0,25.0,1.0,5.0,0.0,43.0,1.0,1.0,0.0,10 - 14 Years,Male
201211,Hamle 2012,201211,jhb8pntrUOs,"10 - 14 Years, Female",2.0,,0.0,,0.0,,0.0,,46.0,,12.0,,0.0,,0.0,,73.0,,1.0,,0.0,,1.0,,2.0,0.0,0.0,0.0,46.0,0.0,12.0,0.0,73.0,0.0,1.0,1.0,10 - 14 Years,Female
201211,Hamle 2012,201211,UbsjYFTIzbJ,"15 - 19 Years, Male",9.0,,3.0,,0.0,,0.0,,126.0,,61.0,,2.0,,4.0,,121.0,,6.0,,2.0,,2.0,,9.0,0.0,3.0,0.0,126.0,2.0,61.0,4.0,121.0,2.0,6.0,2.0,15 - 19 Years,Male
201211,Hamle 2012,201211,yKxKFNgTYpe,"15 - 19 Years, Female",151.0,,7.0,,0.0,,0.0,,707.0,,157.0,,1.0,,1.0,,193.0,,34.0,,4.0,,0.0,,151.0,0.0,7.0,0.0,707.0,1.0,157.0,1.0,193.0,4.0,34.0,0.0,15 - 19 Years,Female
201211,Hamle 2012,201211,iJ9xA16rF0f,"20 - 24 Years, Male",48.0,,23.0,,2.0,,0.0,,592.0,,266.0,,4.0,,51.0,,279.0,,51.0,,4.0,,2.0,,48.0,2.0,23.0,0.0,592.0,4.0,266.0,51.0,279.0,4.0,51.0,2.0,20 - 24 Years,Male
201211,Hamle 2012,201211,QRx91653hi4,"20 - 24 Years, Female",526.0,,39.0,,4.0,,1.0,,3460.0,,530.0,,22.0,,40.0,,775.0,,127.0,,9.0,,3.0,,526.0,4.0,39.0,1.0,3460.0,22.0,530.0,40.0,775.0,9.0,127.0,3.0,20 - 24 Years,Female
201211,Hamle 2012,201211,XGN7KObgMUp,"25 - 49 Years, Male",294.0,,109.0,,6.0,,3.0,,2008.0,,1055.0,,49.0,,70.0,,1056.0,,334.0,,33.0,,11.0,,294.0,6.0,109.0,3.0,2008.0,49.0,1055.0,70.0,1056.0,33.0,334.0,11.0,25 - 49 Years,Male
201211,Hamle 2012,201211,j9VdW9Ox3N4,"25 - 49 Years, Female",1021.0,,126.0,,17.0,,38.0,,6013.0,,996.0,,67.0,,89.0,,2036.0,,256.0,,39.0,,15.0,,1021.0,17.0,126.0,38.0,6013.0,67.0,996.0,89.0,2036.0,39.0,256.0,15.0,25 - 49 Years,Female
201211,Hamle 2012,201211,OgS7xhfgy8f,">= 50 Years, Male",15.0,,12.0,,3.0,,0.0,,151.0,,87.0,,6.0,,1.0,,349.0,,23.0,,11.0,,3.0,,15.0,3.0,12.0,0.0,151.0,6.0,87.0,1.0,349.0,11.0,23.0,3.0,>= 50 Years,Male
201211,Hamle 2012,201211,REM96ydb4j7,">= 50 Years, Female",13.0,,4.0,,1.0,,0.0,,134.0,,28.0,,9.0,,1.0,,252.0,,11.0,,8.0,,2.0,,13.0,1.0,4.0,0.0,134.0,9.0,28.0,1.0,252.0,8.0,11.0,2.0,>= 50 Years,Female
201212,Nehase 2012,201212,NCsDfLwsJbD,"< 1 year, Male",1.0,,0.0,,0.0,,0.0,,23.0,,0.0,,0.0,,0.0,,24.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,< 1 year,Male
201212,Nehase 2012,201212,Zv06s01IYEp,"< 1 year, Female",0.0,,0.0,,0.0,,0.0,,11.0,,2.0,,0.0,,0.0,,21.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,< 1 year,Female
